web_scraper_order,web_scraper_start_url,category,category_href,category_emoji_character,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji_character,emoji_name,emoji_description,emoji_name_aliases,emoji_apple_name,emoji_unicode_name,emoji_codepoints,emoji_shortcodes,emoji_references
"1573613116-2076","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤐 Zipper-Mouth Face","https://emojipedia.org/zipper-mouth-face/","🤐","Zipper-Mouth Face","A yellow face with simple, open eyes and a closed zipper for a mouth. Meaning widely varies, but commonly conveys a secret or that someone will keep one (e.g., My lips are sealed). May also be used to tell someone to stop talking (e.g., Zip it! or I’ll shut up now).
Google's design for 😯 Hushed Face previously featured a zipper-mouth.

Zipper-Mouth Face was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015.","🤐 Lips Sealed
🤐 Sealed Lips
🤐 Zip It","Face With a Zipper Mouth","null","U+1F910","null","🤐 on Instagram
🤐 on Twitter
🤐 on Wikipedia
🤐 on Yelp
🤐 on YouTube
🤐 on Google Trends
🤐 on Nomad List"
"1573609774-586","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇳🇱 Flag: Netherlands","https://emojipedia.org/flag-for-netherlands/","🇳🇱","Flag: Netherlands","The flag for Netherlands, which may show as the letters NL on some platforms.
The Flag: Netherlands emoji is a sequence of the 🇳 Regional Indicator Symbol Letter N and 🇱 Regional Indicator Symbol Letter L emojis.
These display as a single emoji on supported platforms.

Flag: Netherlands was added to Emoji 1.0 in 2015.","🇳🇱 Dutch Flag","Flag of Netherlands","null","U+1F1F3","null","🇳🇱 on Instagram
🇳🇱 on Twitter
🇳🇱 on Wikipedia
🇳🇱 on Yelp
🇳🇱 on YouTube
🇳🇱 on Google Trends
🇳🇱 on Nomad List"
"1573612715-1899","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍🏫 Man Teacher","https://emojipedia.org/male-teacher/","👨‍🏫","Man Teacher","A man standing in front of a chalkboard (aka blackboard) with the intention of teaching a class.
See also: 👩‍🏫 Female Teacher
The Man Teacher emoji is a sequence of the 👨 Man and 🏫 School emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Teacher was added to Emoji 4.0 in 2016.","null","Man Teacher","null","U+1F468","null","🧮 Abacus
📚 Books
📋 Clipboard
💡 Light Bulb
📒 Ledger
🖍 Crayon
👨‍🏫 Man Teacher
🦉 Owl
🍎 Red Apple
🏫 School
🎒 Backpack
🤔 Thinking Face"
"1573609995-688","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇪🇭 Flag: Western Sahara","https://emojipedia.org/flag-for-western-sahara/","🇪🇭","Flag: Western Sahara","The flag for Western Sahara, which may show as the letters EH on some platforms.
The Flag: Western Sahara emoji is a sequence of the 🇪 Regional Indicator Symbol Letter E and 🇭 Regional Indicator Symbol Letter H emojis.
These display as a single emoji on supported platforms.

Flag: Western Sahara was added to Emoji 1.0 in 2015.","🇪🇭 Western Saharan Flag","Flag of Western Sahara","null","U+1F1EA","null","🇪🇭 on Instagram
🇪🇭 on Twitter
🇪🇭 on Wikipedia
🇪🇭 on Yelp
🇪🇭 on YouTube
🇪🇭 on Google Trends
🇪🇭 on Nomad List"
"1573610108-723","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇧🇹 Flag: Bhutan","https://emojipedia.org/flag-for-bhutan/","🇧🇹","Flag: Bhutan","The flag for Bhutan, which may show as the letters BT on some platforms.
The Flag: Bhutan emoji is a sequence of the 🇧 Regional Indicator Symbol Letter B and 🇹 Regional Indicator Symbol Letter T emojis.
These display as a single emoji on supported platforms.

Flag: Bhutan was added to Emoji 1.0 in 2015.","🇧🇹 Bhutanese Flag","Flag of Bhutan","null","U+1F1E7","null","🇧🇹 on Instagram
🇧🇹 on Twitter
🇧🇹 on Wikipedia
🇧🇹 on Yelp
🇧🇹 on YouTube
🇧🇹 on Google Trends
🇧🇹 on Nomad List"
"1573612948-2003","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😻 Smiling Cat With Heart-Eyes","https://emojipedia.org/smiling-cat-face-with-heart-shaped-eyes/","😻","Smiling Cat With Heart-Eyes","A cartoon cat variant of 😍 Smiling Face With Heart-Eyes. Depicted as yellow on major platforms.

Smiling Cat With Heart-Eyes was approved as part of Unicode 6.0 in 2010
under the name “Smiling Cat Face With Heart-Shaped Eyes”
and added to Emoji 1.0 in 2015.","😻 Heart Eyes Cat
😻 Loving Cat","Smiling Cat Face With Heart-Shaped Eyes","Smiling Cat Face With Heart-Shaped Eyes","U+1F63B",":heart_eyes_cat:","🐈 Cat
🐱 Cat Face
😹 Cat With Tears of Joy
😼 Cat With Wry Smile
😿 Crying Cat
😸 Grinning Cat With Smiling Eyes
❤ Red Heart
😽 Kissing Cat
😾 Pouting Cat
😺 Grinning Cat
😍 Smiling Face With Heart-Eyes
🥰 Smiling Face With Hearts
🙀 Weary Cat"
"1573611168-1199","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","⏲ Timer Clock","https://emojipedia.org/timer-clock/","⏲️","Timer Clock","Time’s up! A timer set to count down and sound an alarm after a designated amount of time, as used in the kitchen. Appearance varies by platform. Commonly used for various content concerning time, including countdowns and deadlines.
Apple, WhatsApp, and Facebook’s designs resemble kitchen timers. Other designs may be confused with 🕰️ Mantelpiece Clock or other clock emojis.

Timer Clock was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","null","Timer Clock","null","U+23F2","null","⏲️ on Instagram
⏲️ on Twitter
⏲️ on Wikipedia
⏲️ on Yelp
⏲️ on YouTube
⏲️ on Google Trends
⏲️ on Nomad List"
"1573612942-2001","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😽 Kissing Cat","https://emojipedia.org/kissing-cat-face-with-closed-eyes/","😽","Kissing Cat","A cartoon cat variant of 😚 Kissing Face With Closed Eyes. Depicted as yellow on major platforms.

Kissing Cat was approved as part of Unicode 6.0 in 2010
under the name “Kissing Cat Face With Closed Eyes”
and added to Emoji 1.0 in 2015.","😽 Kissing Cat","Kissing Cat Face","Kissing Cat Face With Closed Eyes","U+1F63D",":kissing_cat:","🐈 Cat
🐱 Cat Face
😹 Cat With Tears of Joy
😼 Cat With Wry Smile
😿 Crying Cat
😘 Face Blowing a Kiss
😸 Grinning Cat With Smiling Eyes
💏 Kiss
💋 Kiss Mark
😗 Kissing Face
😚 Kissing Face With Closed Eyes
😾 Pouting Cat
😻 Smiling Cat With Heart-Eyes
😺 Grinning Cat
😍 Smiling Face With Heart-Eyes
🥰 Smiling Face With Hearts
🙀 Weary Cat"
"1573612427-1764","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👩‍👧‍👧 Family: Woman, Girl, Girl","https://emojipedia.org/family-woman-girl-girl/","👩‍👧‍👧","Family: Woman, Girl, Girl","The Family: Woman, Girl, Girl emoji is a sequence of the 👩 Woman, 👧 Girl and 👧 Girl emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Family: Woman, Girl, Girl was added to Emoji 4.0 in 2016.","null","Family With Mother and Two Daughters","null","U+1F469","null","🕝 Two-Thirty
👪 Family
👧 Girl
🛊 Girls Symbol
🤶 Mrs. Claus
💕 Two Hearts
🗪 Two Speech Bubbles
👩 Woman"
"1573612874-1972","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🙌 Raising Hands","https://emojipedia.org/person-raising-both-hands-in-celebration/","🙌","Raising Hands","Two hands raised in the air, celebrating success or another joyous event.

Raising Hands was approved as part of Unicode 6.0 in 2010
under the name “Person Raising Both Hands in Celebration”
and added to Emoji 1.0 in 2015.","🙌 Arms In The Air
🙌 Banzai
🙌 Festivus Miracle
🙌 Hallelujah
🙌 Praise Hands
🙌 Two Hands","Hands Raised in Celebration","Person Raising Both Hands in Celebration","U+1F64C",":raised_hands:","🙌 Raising Hands


🙌🏻 Raising Hands: Light Skin Tone


🙌🏼 Raising Hands: Medium-Light Skin Tone


🙌🏽 Raising Hands: Medium Skin Tone


🙌🏾 Raising Hands: Medium-Dark Skin Tone



🙌🏿 Raising Hands: Dark Skin Tone"
"1573612307-1709","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🦊 Fox","https://emojipedia.org/fox-face/","🦊","Fox","A friendly, cartoon-styled faced of a fox, the cunning canine, looking straight ahead. Depicted as an orange fox  face with a black nose, pointed ears, and shaggy, white cheeks.
Often used with an affectionate or playful tone (e.g., slang, foxy). Does not have a full-bodied fox emoji counterpart.
Available as an Apple Animoji.

Fox was approved as part of Unicode 9.0 in 2016
under the name “Fox Face”
and added to Emoji 3.0 in 2016.","🦊 Fox","Fox Face","Fox Face","U+1F98A","null","🦊 on Instagram
🦊 on Twitter
🦊 on Wikipedia
🦊 on Yelp
🦊 on YouTube
🦊 on Google Trends
🦊 on Nomad List"
"1573610506-887","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","♒ Aquarius","https://emojipedia.org/aquarius/","♒","Aquarius","The Aquarius astrological sign in the Zodiac. This Zodiac Symbol represents a Water-bearer.

Aquarius was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015.","null","Aquarius","null","U+2652",":aquarius:","🏺 Amphora
🚱 Non-Potable Water
🚰 Potable Water
☵ Trigram for Water
🐃 Water Buffalo
🚾 Water Closet
🤽 Person Playing Water Polo
🌊 Water Wave"
"1573611788-1484","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍜 Steaming Bowl","https://emojipedia.org/steaming-bowl/","🍜","Steaming Bowl","A bowl of steaming-hot food. Depicted as Japanese ramen (noodles in broth) with chopsticks on most platforms, though it can represent a warm meal more generally. Samsung’s design resembles Pot of Food.

Steaming Bowl was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🍜 Noodles
🍜 Noodles With Chopsticks
🍜 Ramen","Steaming Bowl","null","U+1F35C",":ramen:","🍱 Bento Box
🥣 Bowl With Spoon
🥢 Chopsticks
🍚 Cooked Rice
🍛 Curry Rice
🥟 Dumpling
🍥 Fish Cake With Swirl
🇯🇵 Flag: Japan
🍴 Fork and Knife
🍽 Fork and Knife With Plate
🥠 Fortune Cookie
🍤 Fried Shrimp
🥗 Green Salad
☕ Hot Beverage
🌶 Hot Pepper
🍨 Ice Cream
🏮 Red Paper Lantern
🥮 Moon Cake
🍢 Oden
🍲 Pot of Food
🍙 Rice Ball
🍘 Rice Cracker
📡 Satellite Antenna
🥘 Shallow Pan of Food
🍕 Pizza
🍝 Spaghetti
🥄 Spoon
🍣 Sushi
🥡 Takeout Box
🍵 Teacup Without Handle"
"1573612128-1629","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🦋 Butterfly","https://emojipedia.org/butterfly/","🦋","Butterfly","A butterfly, a beautiful winged insect whose larva is a caterpillar. Depicted with its wings outspread, as a blue-and-black morpho butterfly or orange-and-black monarch butterfly.
May be used to represent a moth and ideas of beauty and happiness.
Samsung’s butterfly previously resembled a monarch.

Butterfly was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016.","null","Butterfly","null","U+1F98B","null","🦋 on Instagram
🦋 on Twitter
🦋 on Wikipedia
🦋 on Yelp
🦋 on YouTube
🦋 on Google Trends
🦋 on Nomad List"
"1573610894-1069","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🔐 Locked With Key","https://emojipedia.org/closed-lock-with-key/","🔐","Locked With Key","A locked (closed) padlock with an upright key at its right. Vendors implement the same designs as their 🔒 Locked and 🔑 Key.
May represent digital keys in public-key technology. May have similar applications as 🔒 Locked (privacy, security) and 🔑 Key (means of access, ""crucial""). Sometimes used to represent a locket to symbolize romantic love and commitment.
Apple’s design previously featured the easter egg UM242 on its key, a reference to locks on Herman Miller office furniture. Facebook’s design once displayed a silver key, its head at the bottom.
This emoji does not display in page titles on Apple’s Safari web browser, presumably to prevent less reputable sites from pretending to be secure (encrypted using HTTPS).

Locked With Key was approved as part of Unicode 6.0 in 2010
under the name “Closed Lock With Key”
and added to Emoji 1.0 in 2015.","🔐 Lock And Key","Closed Lock With Key","Closed Lock With Key","U+1F510",":closed_lock_with_key:","⛓ Chains
🚪 Door
⚙ Gear
🔑 Key
🛅 Left Luggage
🔒 Locked
🔏 Locked With Pen
🔩 Nut and Bolt
🗝 Old Key
🔓 Unlocked"
"1573612095-1614","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🥀 Wilted Flower","https://emojipedia.org/wilted-flower/","🥀","Wilted Flower","A flower that has wilted, or is dying. Generally depicted as a limp, faded red rose drooping over the to the right on a dried-out, green stem, shedding a petal.
May be used to express such sad sentiments as heartbreak, though sometimes with a sense of irony. Sometimes used to represent a rose or other flower, with positive connotations.
Not to be confused with 🌹 Rose.
WhatsApp's flower suggests a wilted 🌻 Sunflower; Twitter's a 🌷 Tulip, as Microsoft and Samsung's previously did. Facebook's flower was previously orange.


Wilted Flower was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016.","🥀 Dead Flower
🥀 Drooping Flower","Wilted Rose","null","U+1F940","null","🥀 on Instagram
🥀 on Twitter
🥀 on Wikipedia
🥀 on Yelp
🥀 on YouTube
🥀 on Google Trends
🥀 on Nomad List"
